identifier,taxon_of_interest,family,genus,species,Fragment,Scoloptoxin?
SP|F5CPE3|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
SP|F5CPE4|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
SP|F5CPE6|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
TR|F5CPD1|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
TR|F5CPD2|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
TR|F5CPE1|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
TR|F5CPE5|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
TR|F5CPE7|Micrurus_altirostris,Elapidae,Elapidae,Micrurus,Micrurus altirostris,full_seq (SP),
TR|A0A0H4BEG5|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
TR|A0A0H4BJD8|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
TR|A0A0H4BLZ7|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,mature_seq (NO_SP),
TR|A0A0H4IRA8|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
TR|A0A0H4IS74|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
TR|A0A0H4IUN8|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
TR|A0A0H4IVP7|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
TR|A0A0H4J512|Micrurus_browni,Elapidae,Elapidae,Micrurus,Micrurus browni,full_seq (SP),
SP|C0HK04|Micrurus_clarki,Elapidae,Elapidae,Micrurus,Micrurus clarki,mature_seq (NO_SP),
NCBI|MICCO_FL590938.1_47_247|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
SP|P58370|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
NCBI|MICCO_FL590763.1_12_263|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_FL590874.1_84_269|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_FL590954.1_1_240|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_FL591005.1_5_238|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01051156.1_C353_108|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01060045.1_C293_57|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01060046.1_C299_57|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01062266.1_C421_209|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01062270.1_C245_39|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01062272.1_C287_39|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01062273.1_C457_209|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01062274.1_C457_209|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01078504.1_47_283|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01079596.1_80_283|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01115251.1_10_243|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01122327.1_C319_116|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01122328.1_C319_116|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01122330.1_C352_116|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01130835.1_35_289|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01130841.1_35_289|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01133145.1_C312_76|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01138867.1_C388_128|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01147547.1_C352_128|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01155703.1_C232_2|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
NCBI|MICCO_IACJ01157475.1_C340_104|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,mature_seq (NO_SP),
SP|C6JUP1|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
SP|C6JUP2|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
SP|C6JUP3|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
SP|Q9PRI1|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
SP|Q9PUB7|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
TR|C6JUP0|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
TR|C6JUP4|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
TR|C6JUP5|Micrurus_corallinus,Elapidae,Elapidae,Micrurus,Micrurus corallinus,full_seq (SP),
TR|A0A0G3YJD1|Micrurus_diastema,Elapidae,Elapidae,Micrurus,Micrurus diastema,full_seq (SP),
TR|A0A0H4BEF7|Micrurus_diastema,Elapidae,Elapidae,Micrurus,Micrurus diastema,mature_seq (NO_SP),
TR|A0A0H4BEG1|Micrurus_diastema,Elapidae,Elapidae,Micrurus,Micrurus diastema,full_seq (SP),
TR|A0A0H4BFQ4|Micrurus_diastema,Elapidae,Elapidae,Micrurus,Micrurus diastema,full_seq (SP),
TR|A0A0H4BKJ5|Micrurus_diastema,Elapidae,Elapidae,Micrurus,Micrurus diastema,full_seq (SP),
TR|A0A0H4BLZ2|Micrurus_diastema,Elapidae,Elapidae,Micrurus,Micrurus diastema,full_seq (SP),
SP|C0HLK5|Micrurus_dumerilii,Elapidae,Elapidae,Micrurus,Micrurus dumerilii,mature_seq (NO_SP),
SP|P86423|Micrurus_frontalis,Elapidae,Elapidae,Micrurus,Micrurus frontalis,mature_seq (NO_SP),
SP|P86424|Micrurus_frontalis,Elapidae,Elapidae,Micrurus,Micrurus frontalis,mature_seq (NO_SP),
SP|P86420|Micrurus_frontalis,Elapidae,Elapidae,Micrurus,Micrurus frontalis,mature_seq (NO_SP),
SP|P86421|Micrurus_frontalis,Elapidae,Elapidae,Micrurus,Micrurus frontalis,mature_seq (NO_SP),
SP|P86422|Micrurus_frontalis,Elapidae,Elapidae,Micrurus,Micrurus frontalis,mature_seq (NO_SP),
TR|U3FVH6|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
SP|U3EPL2|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
SP|U3FAE1|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|A0A0F7YZP6|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|A0A0F7Z039|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|A0A0F7Z3S7|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3EPI1|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3EPL9|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3EPM4|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3EPM9|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3F5B5|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3F5D3|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3F5E9|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,mature_seq (NO_SP),
TR|U3FAC0|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FAE7|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FAF0|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FVG5|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FVG7|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FVH8|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FVI0|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FVI5|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FYQ0|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FYQ5|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FYQ7|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
TR|U3FYQ9|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,mature_seq (NO_SP),
TR|U3FYR0|Micrurus_fulvius,Elapidae,Elapidae,Micrurus,Micrurus fulvius,full_seq (SP),
SP|K9MCH1|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
SP|K9MCX0|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
TR|A0A0G3YLL2|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
TR|A0A0H4BFP9|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
TR|A0A0H4BJD1|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
TR|A0A0H4BKI7|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
TR|A0A0H4BLY9|Micrurus_laticollaris,Elapidae,Elapidae,Micrurus,Micrurus laticollaris,full_seq (SP),
NCBI|MICLE_IACI01040496.1_87_287|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01115070.1_C396_142|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01006908.1_C324_85|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01031826.1_C308_96|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01044503.1_1_195|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01044558.1_65_268|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01044597.1_3_212|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01044606.1_1_216|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01080067.1_C243_43|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACI01104478.1_C425_174|Micrurus_lemniscatus_carvalhoi,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,mature_seq (NO_SP),
NCBI|MICLE_IACK01123615.1_32_220|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01184724.1_C364_110|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01013110.1_53_289|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01022837.1_22_255|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01022838.1_1_171|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01034485.1_24_263|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096229.1_C271_65|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096260.1_C330_127|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096271.1_C304_71|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096289.1_C230_3|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096291.1_C277_65|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096292.1_C304_92|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096298.1_C319_71|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01096299.1_C319_71|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01116619.1_5_187|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01122846.1_2_205|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01125772.1_95_352|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01171799.1_C289_41|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01179260.1_41_280|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01193830.1_C315_121|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01196011.1_C295_38|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01227912.1_2_244|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01227913.1_2_235|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01242084.1_46_240|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
NCBI|MICLE_IACK01242085.1_46_240|Micrurus_lemniscatus_lemniscatus,Elapidae,Elapidae,Micrurus,Micrurus lemniscatus lemniscatus,mature_seq (NO_SP),
SP|C0HJR1|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,mature_seq (NO_SP),
SP|C0HJR2|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,mature_seq (NO_SP),
SP|A0A2P1BSS8|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,full_seq (SP),
SP|A0A2P1BSS9|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,full_seq (SP),
SP|A0A2P1BST7|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,full_seq (SP),
SP|A0A2P1BSU3|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,full_seq (SP),
SP|B3EWF8|Micrurus_mipartitus,Elapidae,Elapidae,Micrurus,Micrurus mipartitus,full_seq (SP),
SP|P80548|Micrurus_nigrocinctus,Elapidae,Elapidae,Micrurus,Micrurus nigrocinctus,mature_seq (NO_SP),
SP|P0CAR1|Micrurus_pyrrhocryptus,Elapidae,Elapidae,Micrurus,Micrurus pyrrhocryptus,mature_seq (NO_SP),
NCBI|MICSP_IACM01149051.1_C220_32|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01149052.1_C220_32|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01022253.1_2_205|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01029668.1_3_191|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01029686.1_3_191|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01029730.1_3_206|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01086450.1_C267_70|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01088188.1_C375_139|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01092118.1_13_264|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01115014.1_C372_136|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01128650.1_C296_48|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01130693.1_C333_100|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01148308.1_C341_108|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01156860.1_C373_146|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01172481.1_C357_124|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSP_IACM01174987.1_42_281|Micrurus_spixii,Elapidae,Elapidae,Micrurus,Micrurus spixii,mature_seq (NO_SP),
NCBI|MICSU_IACN01003279.1_C250_56|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01070774.1_C229_26|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01070786.1_C214_26|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01093897.1_C387_133|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01100674.1_3_242|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
SP|P86096|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
SP|P86098|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
SP|P86099|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01019456.1_2_211|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01019457.1_2_187|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01037374.1_29_277|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01048942.1_C402_145|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01070775.1_C305_84|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01070777.1_C297_49|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01077346.1_C348_109|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01080103.1_C346_110|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01083611.1_C321_118|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01083613.1_C321_118|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01083857.1_C448_215|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01083858.1_C259_26|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01083864.1_C451_215|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01095837.1_C328_134|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01099285.1_C780_583|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01100666.1_C226_26|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
NCBI|MICSU_IACN01111607.1_C418_212|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
SP|P86094|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
SP|P86095|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
SP|P86097|Micrurus_surinamensis,Elapidae,Elapidae,Micrurus,Micrurus surinamensis,mature_seq (NO_SP),
TR|A0A194ATD7|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A0H4IRB3|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A0H4IS80|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,mature_seq (NO_SP),
TR|A0A0H4IUP1|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A0H4IVQ6|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A0H4J521|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194APB1|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194APE1|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194APF0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194APG0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194APG5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194APH0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
